defined_meaning_id	GROUP_CONCAT(uw_expression.spelling SEPARATOR ',')
2503	neurotoxicity
2504	neutralisation,neutralization
2505	new community
2509	nickel
2510	nitrate
2511	nitrification
2512	nitrite
2513	nitro compound
2514	nitrogen,azote
2515	nitrogen cycle
2516	nitrogen dioxide
2517	nitrogen fixation
2518	nitrogen monoxide
2520	nitrosamine
2524	noise analysis
2525	noise barrier
2528	noise emission
2531	noise immission
2533	noise level
2534	noise measurement
2536	noise pollutant
2537	noise pollution
2538	noise protection
2541	nomad
2547	non-ferrous metal
2550	non-metallic mineral
2551	non-metal
2553	non-polluting fuel
2555	non-renewable resource
2557	non-returnable container
2559	norm
2561	North Africa
2562	North America
2563	North Atlantic Ocean
2564	North Pacific Ocean
2565	novel food
2566	nuclear accident
2567	nuclear energy
2570	nuclear explosion
2571	nuclear facility
2572	nuclear fission
2573	nuclear fuel
2574	nuclear fuel element
2575	nuclear fusion
2576	nuclear physics
2577	nuclear debate
2578	atomic power station,nuclear power station,nuclear power plant
2580	nuclear reaction
2581	atomic pile,nuclear reactor
2583	nuclear safety
2584	nuclear test
2585	nuclear weapon
2586	nucleic acid
2588	nursery,plant nursery
2589	growth medium,culture medium,nutrient medium
2591	nutrient content
2592	nutrient cycle
2593	nutrient removal
2594	nutrient,nutrition,nutriment,nourishment,sustenance
2595	nutrition
2596	nutritional value
2597	oak,oak tree
2598	objection
2600	obligation to label
2601	occupational disease
2605	occupational medicine
2607	occupational safety regulation
2608	body of water,ocean,bounding main,sea
2609	ocean circulation
2610	ocean current
2611	ocean dumping
2612	Oceania
2613	oceanography
2614	ocean temperature
2615	odonate
2618	environmental criminality
2619	office
2621	official hearing
2626	offshore oil drilling
2629	oil binding agent
2631	oil boom
2632	oil disaster
2636	oil pipeline
2637	oil pollution,oil spill
2639	oil recovery vessel
2640	oil refinery
2641	oil refining
2643	oil shale
2644	oil slick
2645	oil spill
2646	oil tanker,tanker
2651	olfactometry
2652	onchocerciasis,river blindness,Robles' disease
2653	oncology
2654	open-pit mining,opencast mining
2657	opinion,stance
2659	ore
2660	organ
2661	organic carbon
2662	organic chemistry
2663	organic farming
2665	organic solvent
2666	organic substance
2667	biodegradable waste,organic waste
2668	organism
2669	organochlorine compound
2670	organohalogen compound
2671	organometallic compound
2672	organonitrogen compound
2673	organooxygen compound
2674	organophosphorous compound
2675	organosilicon compound
2677	organotin compound
2678	ornithology
2679	orography
2680	orthopteran
2681	osmosis
2682	local recreation
2683	overburden
2684	overcrowding
2685	overexploitation
2687	overfishing
2688	overgrazing
2689	overhead power line
2690	overpopulation
2692	overwintering
2694	oxidation
2695	oxidation-reduction
2696	oxide
2698	oxygen
2699	oxygenation
2700	oxygen content
2702	ozone
2703	ozone depletion potential
2704	ozone layer
2707	wrapping,packaging
2709	paint
2710	painting business
2711	paint shop
2713	paper
2715	parameter
2716	parasite
2717	parasitology
2718	parking area,park
2720	Parliament
2721	participation
2722	particle
2723	particle separator
2724	passenger transport
2725	pasture
2727	infectious agent,pathogen
2728	pathogenic organism
2730	pathology
2732	peat
2734	pedestrian zone,pedestrian area,car-free zone,auto-free zone,pedestrianised zone
2735	pedosphere
2738	pentachlorophenol
2740	tetrachloroethene,perchloroethylene
2742	periphyton
2744	permeability
2745	permissible exposure limit
2747	peroxyacetylnitrate
2748	persistence
2749	persistence of pesticides
2751	pest
2752	pest control
2753	pesticide
2756	residual pesticide
2757	pest infestation
2758	pet
2759	petrochemical industry
2760	gas,petrol,gasoline
2761	petroleum
2762	petroleum consumption
2763	petroleum geology
2764	petroleum industry
2766	phanerogam,spermatophyte
2767	pharmaceutical industry
2769	pharmacokinetics
2770	pharmacology
2771	phenol
2772	pheromone
2773	philosophy
2774	phosphate
2775	phosphate removal
2776	phosphate substitute
2777	phosphorus
2779	photochemical effect
2780	photochemical oxidant
2781	photochemical product
2782	photochemical reaction
2783	photochemical smog
2784	photogrammetry
2785	photo,photograph
2786	photosynthesis
2788	physical geography,physiography,geosystems
2789	physical oceanography
2790	physical planning
2793	physical process
2794	physical property
2795	physical science
2798	physics
2799	physiology
2801	phytopathology
2802	phytoplankton
2803	phytosociology
2804	phytotoxicity
2806	satellite image
2807	pilotage
2808	pilot plant
2809	pilot project
2810	fin-footed mammal,pinniped,seal
2811	pipeline
2812	pipe
2813	plain
2814	plan,program,programme
2816	plankton
2818	planning
2819	planning law
2821	planning permission
2823	plant breeding
2824	plant community,phytocoenosis,phytocenosis
2826	plant disease
2828	plant genetics
2830	plant protection product
2831	plantigrade
2832	planting
2833	plant physiology
2834	plant protection
2836	flora,plant
2838	plant trade
2839	plasma technology
2840	plastic
2841	plastic waste
2842	platinum
2843	playground
2844	plutonium
2845	poaching
2846	point source
2847	poison
2848	poisoning
2849	polar ecosystem
2850	polar region
2851	polder
2852	police
2853	police law
2854	policy
2855	politics
2860	policy planning
2862	political doctrine
2863	political ecology
2864	political geography
2866	political party,party
2867	political power
2868	pollen
2869	pollutant
2871	pollutant accumulation
2881	pollutant emission
2887	pollutant load,pollution load
2895	polluter-pays principle
2896	pollution
2908	pollution measurement
2914	polybromobiphenyl,brominated biphenyl,PBB,polybrominated biphenyl
2915	polychlorinated biphenyl
2916	polychlordibenzo-p-dioxin
2917	polychlorinated dibenzofuran
2918	polychlorinated terphenyl
2919	polycyclic aromatic hydrocarbon
2920	polycyclic hydrocarbon
2921	polyethylene terephtalate
2923	polymer
2924	polyvinyl chloride,PVC
2925	pond
2926	tailings pond
2927	pool
2928	population distribution
2929	population dynamics
2930	population
2931	population ecology
2932	population growth
2933	population movement
2934	population structure
2935	population trend
2937	potash,potassium carbonate
2938	rock salt mining
2939	poultry
2941	poverty
2944	power station
2945	precipitation
2946	precipitation enhancement
2947	predator
2948	prefabricated building
2949	preliminary proceedings
2950	premium
2952	preservative
2953	preserve,conserve
2954	press
2956	pressure
2957	pressure group
2959	cost,price
2961	primary education
2962	primary energy consumption
2963	primary sector
2964	primate
2965	primary forest
2968	printing industry
2969	printing work
2973	private household
2974	private law
2975	private sector
2976	private transport
2978	proboscidean
2979	procaryote
2980	procedural law
2981	processing
2983	process water
2984	producer liability
2985	product
2989	product information
2990	productivity
2991	productivity trend
2992	product liability
2993	product standard
2994	profit
2998	prohibition
3001	propellant
3005	prosecution
3006	prosperity
3010	water protection area
3013	protection of species
3014	protection system
3015	poly peptide,protein
3016	protocol
3017	protozoan
3018	province
3023	psychology
3025	psychosomatic illness
3027	public action
3028	public bath
3029	public building
3034	public health
3037	public law
3038	public opinion
3039	public opinion polling
3040	public park
3041	public participation
3042	public-private partnership
3046	public sector
3047	utility,public service,public utility
3048	public transport
3052	pulmonary disease
3053	wood pulp
3055	pump
3057	buy,purchase
3058	purification
3061	purin
3062	pyrolysis
3064	quality control
3065	quality of life
3066	quarry
3067	quarrying
3068	race relations
3069	radar
3070	radiation
3071	radiation damage
3072	radiation dose
3073	radiation effect
3074	radiation exposure
3075	radiation monitoring
3076	radiation physics
3077	radiation protection
3079	radiation poisoning,creeping dose,acute radiation syndrome,ARS,radiation sickness
3080	radio
3081	radioactive contamination
3084	radioactive emission
3085	radioactive fallout
3087	radioactive substance
3088	radioactive tracer
3090	nuclear waste,radioactive waste
3092	radioactive decay,radioactivity
3093	radionuclide
3094	radon
3096	railway carriage,carriage
3097	rail traffic
3098	rail transport
3100	rain
3101	rain forest,rainforest
3103	rain water,rainwater
3105	random test
3106	rape,rapeseed
3108	rare species
3109	raw material
3111	raw material securing
3112	chemical kinetics,reaction kinetics
3113	reactor
3114	reactor safety
3118	recommendation
3123	recreation
3128	recycled paper
3129	recycling
3130	life-cycle management
3135	red tide
3136	reduction,chemical reduction
3137	reed
3138	reef
3139	refinery
3140	refining
3141	reflection
3142	reflectometry
3143	refrigerant
3145	refrigeration
3147	refuge
3148	refugee
3151	refuse-sludge compost
3152	regeneration
3154	region
3163	registration
3165	renewable raw material
3167	ordinance
3170	återställande,rehabilitation
3171	rehousing
3175	religion
3176	remote sensing
3177	removal
3178	renaturation
3180	renewable resource
3183	replacement
3186	representation
3187	reprocessing
3188	reproduction
3190	reptile
3191	rescue service
3192	research
3194	research project
3196	reservoir
3197	residential area
3198	residential building
3201	residual risk
3205	resin
3207	resolution
3208	resorption
3209	resource
3215	respiration
3216	respiratory air
3217	respiratory disease
3218	respiratory protection apparatus
3220	respiratory tract
3221	responsibility
3223	resting form
3224	restoration
3229	retarding basin
3232	reusable container
3234	revegetation
3235	reverse osmosis
3236	rice
3237	petition right
3240	right to information
3241	ringing
3246	risk
3247	risk analysis
3248	risk assessment
3249	risk-benefit analysis
3250	risk communication
3251	risk perception
3252	risk reduction
3253	river
3257	river water
3258	road,route
3261	road safety
3262	road salt
3263	road traffic
3264	road traffic engineering
3266	rock
3267	rock wool
3268	gnawer,rodent
3269	root
3270	rotary furnace
3273	rubber
3274	rubber processing
3275	rubber processing industry
3276	rubber waste
3277	runoff
3280	rural population
3282	agritourism
3284	security,safety
3286	safety measure
3287	safety rule
3288	safety standard
3290	safety study
3291	salamander
3292	salination
3293	salmonella
3294	salt content
3296	salt marsh
3297	salt meadow
3298	salt plug
3299	salt
3300	saline water,saltwater,salt water
3301	salvage
3302	sampling
3303	sampling technique
3304	sanction
3305	sand
3306	sand dune fixation
3307	sand dune
3308	sand extraction
3309	sand pit
3312	hygiene,sanitation,hygienics
3313	sanitation plan
3314	saprobic index
3315	saprobe
3316	satellite
3317	saving
3318	sawdust
3319	schistosomiasis,bilharzia,bilharziosis,snail fever
3320	school
3321	school teaching
3322	science
3327	scrap material,recyclable material
3329	scrap material price
3330	scrap metal
3331	scrap motorcar,scrap vehicle
3332	screening
3333	sea
3334	seabed,seafloor,ocean floor,sea bed,sea floor,sea bottom
3337	sea circulation
3338	sea level
3341	gasket,seal
3344	seashore
3345	season
3346	seasonal migration
3347	sea water,seawater
3348	sea water desalination
3350	secondary biotope
3351	secondary education
3352	industrial sector,secondary sector
3353	second-hand goods
3354	economic sector
3356	sedimentary basin
3357	sedimentation
3358	sedimentation
3359	sediment
3361	seed
3362	seed dressing
3363	water seepage
3365	seismic activity
3366	seismic monitoring
3367	tsunami
3368	seizure
3373	selenium
3376	self-purification
3378	semiconductor
3379	semimanufactured product
3380	semi-metal
3382	sensitivity analysis
3385	separator
3386	septic tank
3387	sequestration
3388	snake
3391	settlement concentration
3392	urban sprawl
3393	settling tank
3396	sewage farm
3397	sewage sludge
3399	sewer,sewerage system
3400	shelled mollusc
3401	shielding device
3402	shifting cultivation
3403	ship
3404	shipbuilding
3405	shipping accident
3406	ship garbage
3408	shooting range
3409	shop
3410	shopping mall,shopping arcade,shopping precinct,mall
3411	show
3412	shredder
3414	shrub
3416	building related illness,sick building syndrome
3417	side effect
3419	sieving
3420	silencer
3421	silicon
3422	silo
3423	silt
3424	silver
3425	simulation
3428	sizing
3429	skiing
3430	skin
3432	slag
3433	shambles,slaughterhouse,slaughter-house,butchery,abattoir
3434	slaughterhouse waste
3435	animal slaughter,slaughter
3436	sleep,slumber
3437	sleep disturbance,sleep disorder,somnipathy
3439	sludge
3444	sluice
3446	islet
3449	smog
3450	smog warning
3451	smoke
3453	smoking
3454	colubrid
